episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
39,81,6000,2000,100,0.3607,5834,394303.0000,67.5871,60.0000,22.4528,139877.6500,23.9763,15.3600,25.1713,7049496.7925,15344.0000,2.6301,5834,1849393149.7804,589868075.6917,754202.3374,16.5087,84.3701,4.1610,61.7687,117.5833,32.5455,5075.0000,660.0000,99.0000,8097,5948,0.7346,4,4966.0000,14.3535,14.8703,5624.0000,14.1885,13.4548,5602.0000,14.0806,17.0387,15.9908,0.0000
40,82,6500,1800,300,0.1075,5875,395602.0000,67.3365,61.0000,22.8041,142724.9600,24.2936,16.3200,24.6058,7023681.2190,14860.0000,2.5294,5875,1829909066.9201,583653633.1783,746583.7375,17.6790,80.6120,4.6031,62.8916,114.4580,32.8243,4900.0000,679.0000,296.0000,8595,5990,0.6969,4,4807.0000,14.1113,14.5277,5461.0000,14.0479,13.8164,5437.0000,13.7221,15.2771,15.7503,80.0000
41,83,6000,1500,100,0.3053,5788,422704.0000,73.0311,63.0000,26.9143,170011.5900,29.3731,18.0100,29.0792,9887265.0343,19418.0000,3.3549,5788,1891843216.6578,603408489.2238,774106.4976,22.0020,92.1352,4.5260,67.2308,125.6825,32.6061,5056.0000,633.0000,99.0000,7598,5905,0.7772,2,4955.0000,16.2316,13.2842,5577.0000,15.5167,12.7440,5541.0000,14.2226,17.4008,16.3889,80.0000
42,84,5500,1900,300,0.5440,5942,384178.0000,64.6547,59.0000,20.7968,127382.3800,21.4376,14.1250,23.0029,5874369.1898,15049.0000,2.5326,5942,1811662880.0997,577833727.7858,737307.4652,14.5978,78.1188,4.5088,60.0256,111.8151,32.8418,4958.0000,687.0000,297.0000,7699,6060,0.7871,2,4870.0000,13.2185,15.1323,5532.0000,13.0900,14.9299,5502.0000,13.4947,17.4528,15.7669,40.0000
43,85,5500,1900,300,0.8394,5994,381755.0000,63.6895,58.0000,20.1792,123953.7700,20.6796,13.2550,22.2341,5525989.5815,14531.0000,2.4243,5994,1812141950.7090,577986520.3499,737103.7508,14.1687,70.9400,4.3114,59.4738,104.4817,32.5657,4958.0000,739.0000,297.0000,7700,6108,0.7932,11,4853.0000,13.0166,14.7061,5586.0000,13.7652,14.6794,5549.0000,13.5479,17.7835,15.2561,0.0000
44,86,6000,1900,100,0.8565,5889,387865.0000,65.8626,60.0000,20.4109,129947.4600,22.0661,14.2600,23.1931,6034700.6894,16311.0000,2.7697,5889,1828804901.2699,583301254.0202,744437.3128,14.9398,76.4032,4.1506,60.4253,110.0557,32.6633,5091.0000,700.0000,98.0000,7996,6001,0.7505,6,4976.0000,13.6441,15.9360,5685.0000,14.1259,13.8991,5638.0000,13.7831,17.9842,15.5611,0.0000
45,87,6000,1600,100,0.2806,5771,420592.0000,72.8803,63.0000,28.0746,168434.6500,29.1864,17.9100,30.1869,10173911.9583,20402.0000,3.5353,5771,1887844547.1342,602133099.3732,772647.6827,21.6523,93.1389,4.4784,66.9341,126.5016,33.2828,5040.0000,632.0000,99.0000,7701,5894,0.7654,2,4936.0000,16.4717,12.2104,5555.0000,15.3912,14.0062,5522.0000,14.2466,16.3663,16.5675,240.0000
46,88,4500,2000,100,0.1478,5512,332963.0000,60.4069,57.0000,14.5626,98901.7600,17.9430,12.4100,16.6579,3303813.8970,7449.0000,1.3514,5512,1625018215.8373,518302569.3057,659559.6458,12.6925,42.9983,3.8019,57.5846,75.9766,31.9192,4429.0000,984.0000,99.0000,6598,5607,0.8498,4,4346.0000,11.3871,15.0902,5298.0000,13.1777,12.8262,5272.0000,12.9231,16.6183,12.1397,0.0000
47,89,5000,1900,100,0.8532,5752,367930.0000,63.9656,58.0000,19.7501,118355.9700,20.5765,12.9100,22.4376,5330671.3765,15644.0000,2.7197,5752,1769518076.1122,564391605.4153,719684.4923,13.3079,72.1037,3.8556,58.3997,106.0014,32.2222,4926.0000,727.0000,99.0000,6998,5847,0.8355,6,4840.0000,12.8390,15.7683,5539.0000,13.1922,14.8648,5508.0000,13.2284,16.7870,15.3617,0.0000
48,90,6000,1700,100,0.0828,5790,408652.0000,70.5789,63.0000,23.9723,155274.3800,26.8177,17.8500,26.4741,8221494.3562,16817.0000,2.9045,5790,1863919600.9421,594501586.5667,761417.8601,19.4198,90.1003,4.4419,64.7524,123.5582,33.0808,5064.0000,627.0000,99.0000,7803,5898,0.7559,2,4958.0000,15.1365,14.9362,5585.0000,15.0398,12.5259,5566.0000,14.3892,14.9631,16.1697,120.0000
49,91,6000,1700,300,0.3732,5914,379075.0000,64.0979,59.0000,20.7162,124623.5200,21.0726,13.8400,22.8128,5703400.8326,14234.0000,2.4068,5914,1799695219.4744,574016561.3119,732538.6348,14.3196,75.9879,4.4815,59.6073,109.4158,32.4714,4922.0000,695.0000,297.0000,8001,6032,0.7539,6,4824.0000,12.8606,15.2575,5512.0000,13.1199,14.8451,5484.0000,13.2589,16.0684,15.3767,0.0000
